mean_test_accuracy,mean_test_precision,mean_test_recall,mean_test_f1_score,mean_test_log_loss,params
0.7418846899224806,0.453511324399295,0.29980962154846097,0.3608101963411776,-8.915057195456825,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 5, 'KNN__weights': 'distance'}"
0.7409156976744186,0.4486071852625619,0.2868616558463289,0.34986975731996833,-8.94852325873269,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 5, 'KNN__weights': 'distance'}"
0.7473352713178295,0.4675891883316477,0.2783913020844953,0.3487061158777276,-8.726792260579787,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 5, 'KNN__weights': 'uniform'}"
0.7371608527131782,0.43741159557761705,0.2848738370925641,0.3448768845937323,-9.078213624209054,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 5, 'KNN__weights': 'distance'}"
0.7489098837209301,0.4716921984474167,0.2714179476310525,0.34447711873543807,-8.67240445991791,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 5, 'KNN__weights': 'uniform'}"
0.7593265503875969,0.5104684802122282,0.2574771880507775,0.3419542892245962,-8.312614498184702,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 10, 'KNN__weights': 'distance'}"
0.7594476744186046,0.5100956267088591,0.255490112962839,0.340098465592615,-8.308430538109356,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 10, 'KNN__weights': 'distance'}"
0.7458817829457365,0.46087966232013683,0.2659460544809584,0.3371274842416145,-8.776992711400078,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 5, 'KNN__weights': 'uniform'}"
0.7598110465116279,0.512116893422477,0.2500070648253501,0.3356769011228233,-8.29587875473378,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 10, 'KNN__weights': 'distance'}"
0.7658672480620154,0.5449125427934585,0.22461013319054948,0.31775297416500764,-8.086695181685576,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 15, 'KNN__weights': 'distance'}"
0.7648982558139535,0.5400437448268371,0.22460938952472317,0.3168400344671423,-8.120163763073501,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 15, 'KNN__weights': 'distance'}"
0.7647771317829456,0.5399036430768619,0.22012805925529302,0.312417293847174,-8.124346464092817,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 15, 'KNN__weights': 'distance'}"
0.7676841085271318,0.560332599657618,0.21165844915928578,0.3066292819395982,-8.02393907347115,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 20, 'KNN__weights': 'distance'}"
0.768047480620155,0.563600369095175,0.2066788627862184,0.30187158921988144,-8.011387386946035,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 20, 'KNN__weights': 'distance'}"
0.7679263565891473,0.5636197422756255,0.20418535127055307,0.2993854178064704,-8.015570475367207,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 20, 'KNN__weights': 'distance'}"
0.7697432170542635,0.5809094469803107,0.19621697194148835,0.2927383220116849,-7.952815335657423,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 25, 'KNN__weights': 'distance'}"
0.7705910852713177,0.5868018532622492,0.19522343439751913,0.2922509043419823,-7.923530133242058,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 25, 'KNN__weights': 'distance'}"
0.7690164728682171,0.575621011531572,0.19422915318772357,0.2899269695424731,-7.977916384296511,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 15, 'KNN__weights': 'uniform'}"
0.7676841085271318,0.5658101955119353,0.19522194706586649,0.28985828480078996,-8.023935877405838,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 15, 'KNN__weights': 'uniform'}"
0.7697432170542635,0.5814916286149163,0.19322817898549108,0.289607506699048,-7.95281475455464,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 25, 'KNN__weights': 'distance'}"
0.7657461240310077,0.5531381433244611,0.19621920293896733,0.2891310033691436,-8.09087323388262,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 15, 'KNN__weights': 'uniform'}"
0.7713178294573644,0.5977339218510217,0.1882456179491184,0.2855135968781626,-7.898427341294617,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 30, 'KNN__weights': 'distance'}"
0.7697432170542635,0.5893113987774182,0.18227175036625543,0.2775544563091011,-7.952812623844433,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 30, 'KNN__weights': 'distance'}"
0.7720445736434108,0.607086235138384,0.18027649495422737,0.27742656677972377,-7.8733243556462496,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 30, 'KNN__weights': 'distance'}"
0.7720445736434108,0.6108846398105079,0.17878395764079455,0.27565176578278705,-7.873324065094857,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 35, 'KNN__weights': 'distance'}"
0.7710755813953488,0.6029949874686716,0.17778967643099897,0.27385781422311545,-7.906792452781857,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 35, 'KNN__weights': 'distance'}"
0.7681686046511628,0.5760575453910464,0.1782931381954205,0.2718076019188756,-8.007198293796101,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 10, 'KNN__weights': 'uniform'}"
0.7718023255813953,0.6100054576934658,0.17330611516408986,0.269342057742782,-7.881690145086736,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 35, 'KNN__weights': 'distance'}"
