mean_test_accuracy,mean_test_precision,mean_test_recall,mean_test_f1_score,mean_test_log_loss,params
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 0.001, 'LR__penalty': 'none', 'LR__solver': 'newton-cg'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 1, 'LR__penalty': 'l1', 'LR__solver': 'saga'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 25, 'LR__penalty': 'l1', 'LR__solver': 'saga'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 1, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 25, 'LR__penalty': 'l2', 'LR__solver': 'newton-cg'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 25, 'LR__penalty': 'l2', 'LR__solver': 'lbfgs'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 1, 'LR__penalty': 'none', 'LR__solver': 'saga'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 25, 'LR__penalty': 'l2', 'LR__solver': 'liblinear'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 1, 'LR__penalty': 'none', 'LR__solver': 'lbfgs'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 1, 'LR__penalty': 'none', 'LR__solver': 'newton-cg'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 25, 'LR__penalty': 'l2', 'LR__solver': 'saga'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 0.09, 'LR__penalty': 'l2', 'LR__solver': 'saga'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 0.09, 'LR__penalty': 'l2', 'LR__solver': 'liblinear'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 0.09, 'LR__penalty': 'l2', 'LR__solver': 'lbfgs'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 0.09, 'LR__penalty': 'l2', 'LR__solver': 'newton-cg'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 100, 'LR__penalty': 'none', 'LR__solver': 'newton-cg'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 100, 'LR__penalty': 'none', 'LR__solver': 'lbfgs'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 0.09, 'LR__penalty': 'none', 'LR__solver': 'saga'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 100, 'LR__penalty': 'none', 'LR__solver': 'saga'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 0.09, 'LR__penalty': 'none', 'LR__solver': 'lbfgs'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 0.09, 'LR__penalty': 'none', 'LR__solver': 'newton-cg'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 100, 'LR__penalty': 'l1', 'LR__solver': 'liblinear'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 1, 'LR__penalty': 'l2', 'LR__solver': 'newton-cg'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 100, 'LR__penalty': 'l1', 'LR__solver': 'saga'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 1, 'LR__penalty': 'l2', 'LR__solver': 'lbfgs'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 1, 'LR__penalty': 'l2', 'LR__solver': 'saga'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 10, 'LR__penalty': 'l1', 'LR__solver': 'saga'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 10, 'LR__penalty': 'none', 'LR__solver': 'saga'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 10, 'LR__penalty': 'l2', 'LR__solver': 'newton-cg'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 10, 'LR__penalty': 'l2', 'LR__solver': 'lbfgs'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 10, 'LR__penalty': 'none', 'LR__solver': 'lbfgs'}"
0.782703488372093,0.782482267282151,0.9998450333178367,0.8779094483399277,-7.505329279392213,"{'LR__C': 10, 'LR__penalty': 'none', 'LR__solver': 'newton-cg'}"
